transaction_id,transaction_date,customer_id,product_category,region,status,amount,is_approved,is_refunded,reporting_date
TXN-01178,2025-01-18,8902,Risk,Europe,refunded,1217.55,0,1,2025-01-18
TXN-00009,2025-01-19,8768,Risk,Europe,approved,2320.34,1,0,2025-01-19
TXN-00224,2025-01-19,7579,Risk,North America,approved,500.48,1,0,2025-01-19
TXN-00339,2025-01-19,3001,Billing,Latin America,failed,192.38,0,0,2025-01-19
TXN-00653,2025-01-19,8708,Invoices,Europe,failed,58.36,0,0,2025-01-19
TXN-00664,2025-01-19,9213,Billing,Latin America,approved,385.13,1,0,2025-01-19
TXN-00735,2025-01-19,6296,Subscriptions,Europe,approved,2162.48,1,0,2025-01-19
TXN-00872,2025-01-19,8407,Payments,Asia Pacific,approved,2347.14,1,0,2025-01-19
TXN-01072,2025-01-19,9394,Risk,Asia Pacific,refunded,693.87,0,1,2025-01-19
TXN-01085,2025-01-19,4153,Invoices,Middle East,approved,837.21,1,0,2025-01-19
TXN-01364,2025-01-19,6509,Billing,Europe,approved,2340.76,1,0,2025-01-19
TXN-01474,2025-01-19,9831,Payments,North America,approved,266.3,1,0,2025-01-19
TXN-00142,2025-01-20,1454,Invoices,North America,approved,1661.66,1,0,2025-01-20
TXN-00903,2025-01-20,7712,Invoices,Asia Pacific,failed,324.34,0,0,2025-01-20
TXN-00964,2025-01-20,6271,Subscriptions,Europe,refunded,2253.94,0,1,2025-01-20
TXN-01257,2025-01-20,8956,Subscriptions,Europe,failed,1937.32,0,0,2025-01-20
TXN-01355,2025-01-20,7513,Invoices,Middle East,failed,2065.42,0,0,2025-01-20
TXN-01395,2025-01-20,3347,Invoices,Middle East,approved,834.63,1,0,2025-01-20
TXN-00032,2025-01-21,1083,Subscriptions,North America,refunded,2091.93,0,1,2025-01-21
TXN-00078,2025-01-21,8192,Billing,North America,approved,826.33,1,0,2025-01-21
TXN-00326,2025-01-21,9113,Risk,Middle East,approved,1022.43,1,0,2025-01-21
TXN-00363,2025-01-21,8630,Payments,Latin America,refunded,1929.32,0,1,2025-01-21
TXN-00412,2025-01-21,8991,Billing,Middle East,approved,707.77,1,0,2025-01-21
TXN-00486,2025-01-21,8141,Payments,North America,failed,437.95,0,0,2025-01-21
TXN-00567,2025-01-21,7525,Invoices,Middle East,approved,2337.55,1,0,2025-01-21
TXN-00626,2025-01-21,3295,Risk,Asia Pacific,approved,432.55,1,0,2025-01-21
TXN-00976,2025-01-21,4804,Risk,Middle East,refunded,848.15,0,1,2025-01-21
TXN-01112,2025-01-21,9346,Invoices,Europe,refunded,2216.68,0,1,2025-01-21
TXN-01479,2025-01-21,3545,Billing,Europe,refunded,490.51,0,1,2025-01-21
TXN-00097,2025-01-22,6931,Payments,Latin America,refunded,1833.47,0,1,2025-01-22
TXN-00148,2025-01-22,6971,Billing,North America,refunded,1006.17,0,1,2025-01-22
TXN-00189,2025-01-22,9454,Payments,North America,approved,1249.27,1,0,2025-01-22
TXN-00315,2025-01-22,8951,Invoices,Asia Pacific,failed,305.76,0,0,2025-01-22
TXN-00327,2025-01-22,1946,Payments,North America,approved,1626.53,1,0,2025-01-22
TXN-00384,2025-01-22,8617,Billing,North America,approved,1280.71,1,0,2025-01-22
TXN-00510,2025-01-22,6689,Subscriptions,Europe,approved,704.73,1,0,2025-01-22
TXN-00566,2025-01-22,5579,Subscriptions,Asia Pacific,approved,1553.0,1,0,2025-01-22
TXN-00593,2025-01-22,8244,Billing,North America,approved,1425.68,1,0,2025-01-22
TXN-00637,2025-01-22,5899,Invoices,Middle East,approved,765.09,1,0,2025-01-22
TXN-00719,2025-01-22,3577,Risk,North America,approved,2479.82,1,0,2025-01-22
TXN-00832,2025-01-22,8746,Subscriptions,Latin America,approved,1978.6,1,0,2025-01-22
TXN-00854,2025-01-22,5181,Subscriptions,Middle East,approved,1632.73,1,0,2025-01-22
TXN-01047,2025-01-22,8152,Invoices,North America,approved,476.95,1,0,2025-01-22
TXN-01107,2025-01-22,5791,Payments,Middle East,approved,1162.99,1,0,2025-01-22
TXN-01124,2025-01-22,9314,Subscriptions,Latin America,approved,1465.33,1,0,2025-01-22
TXN-01251,2025-01-22,3206,Invoices,Latin America,approved,553.19,1,0,2025-01-22
TXN-01265,2025-01-22,2840,Invoices,Europe,approved,500.45,1,0,2025-01-22
TXN-01288,2025-01-22,1538,Billing,Asia Pacific,approved,483.34,1,0,2025-01-22
TXN-01291,2025-01-22,9431,Payments,Asia Pacific,refunded,609.45,0,1,2025-01-22
TXN-01308,2025-01-22,3795,Risk,Latin America,approved,1378.59,1,0,2025-01-22
TXN-01386,2025-01-22,2382,Risk,Latin America,approved,1255.09,1,0,2025-01-22
TXN-01402,2025-01-22,8204,Payments,North America,failed,229.03,0,0,2025-01-22
TXN-00119,2025-01-23,2092,Payments,Asia Pacific,approved,1554.08,1,0,2025-01-23
TXN-00483,2025-01-23,1486,Risk,North America,failed,1833.47,0,0,2025-01-23
TXN-00508,2025-01-23,2370,Billing,Latin America,approved,1168.27,1,0,2025-01-23
TXN-00568,2025-01-23,9162,Payments,North America,approved,1971.77,1,0,2025-01-23
TXN-00617,2025-01-23,9644,Payments,Europe,approved,1193.58,1,0,2025-01-23
TXN-00696,2025-01-23,8343,Risk,Middle East,approved,1150.57,1,0,2025-01-23
TXN-00831,2025-01-23,1586,Billing,Middle East,refunded,1697.98,0,1,2025-01-23
TXN-00857,2025-01-23,4703,Subscriptions,Asia Pacific,refunded,2144.32,0,1,2025-01-23
TXN-00919,2025-01-23,3595,Payments,Middle East,approved,2188.49,1,0,2025-01-23
TXN-00925,2025-01-23,4136,Risk,Europe,approved,1653.69,1,0,2025-01-23
TXN-00989,2025-01-23,5725,Invoices,Latin America,approved,336.7,1,0,2025-01-23
TXN-01013,2025-01-23,9662,Risk,Latin America,refunded,2305.69,0,1,2025-01-23
TXN-01307,2025-01-23,3598,Risk,Middle East,approved,1377.68,1,0,2025-01-23
TXN-01413,2025-01-23,5246,Subscriptions,Asia Pacific,refunded,322.88,0,1,2025-01-23
TXN-01454,2025-01-23,4929,Risk,Asia Pacific,failed,1153.35,0,0,2025-01-23
TXN-00206,2025-01-24,8729,Risk,Europe,failed,1487.42,0,0,2025-01-24
TXN-00209,2025-01-24,3193,Invoices,Asia Pacific,approved,273.95,1,0,2025-01-24
TXN-00211,2025-01-24,4083,Billing,Europe,approved,795.69,1,0,2025-01-24
TXN-00346,2025-01-24,6550,Risk,Asia Pacific,refunded,814.79,0,1,2025-01-24
TXN-00380,2025-01-24,1903,Subscriptions,Asia Pacific,approved,2272.46,1,0,2025-01-24
TXN-00618,2025-01-24,5878,Invoices,Middle East,approved,1476.04,1,0,2025-01-24
TXN-00933,2025-01-24,2462,Risk,Europe,approved,1902.58,1,0,2025-01-24
TXN-01179,2025-01-24,6215,Invoices,Asia Pacific,approved,1794.5,1,0,2025-01-24
TXN-01261,2025-01-24,2203,Subscriptions,North America,approved,595.01,1,0,2025-01-24
TXN-01297,2025-01-24,8840,Invoices,Latin America,approved,581.83,1,0,2025-01-24
TXN-01425,2025-01-24,4806,Subscriptions,Latin America,failed,444.24,0,0,2025-01-24
TXN-01459,2025-01-24,5612,Payments,Asia Pacific,approved,191.67,1,0,2025-01-24
TXN-00039,2025-01-25,7355,Subscriptions,Latin America,approved,879.02,1,0,2025-01-25
TXN-00111,2025-01-25,7986,Invoices,North America,failed,1180.21,0,0,2025-01-25
TXN-00143,2025-01-25,5024,Invoices,Latin America,approved,1294.49,1,0,2025-01-25
TXN-00216,2025-01-25,8904,Subscriptions,Middle East,refunded,234.99,0,1,2025-01-25
TXN-00281,2025-01-25,1420,Payments,Latin America,approved,1282.08,1,0,2025-01-25
TXN-00292,2025-01-25,8928,Invoices,Latin America,refunded,1886.22,0,1,2025-01-25
TXN-00505,2025-01-25,8180,Payments,Asia Pacific,approved,2116.99,1,0,2025-01-25
TXN-00509,2025-01-25,8087,Payments,Asia Pacific,refunded,2390.91,0,1,2025-01-25
TXN-00744,2025-01-25,2006,Invoices,Latin America,approved,276.96,1,0,2025-01-25
TXN-00779,2025-01-25,4318,Billing,Europe,approved,593.57,1,0,2025-01-25
TXN-00890,2025-01-25,8854,Billing,Latin America,failed,560.11,0,0,2025-01-25
TXN-01011,2025-01-25,2792,Subscriptions,Middle East,approved,1259.14,1,0,2025-01-25
TXN-01123,2025-01-25,1935,Billing,Europe,refunded,1742.74,0,1,2025-01-25
TXN-01322,2025-01-25,8469,Invoices,Asia Pacific,approved,865.68,1,0,2025-01-25
TXN-01429,2025-01-25,2670,Risk,North America,failed,1265.48,0,0,2025-01-25
TXN-01491,2025-01-25,5104,Payments,North America,approved,355.38,1,0,2025-01-25
TXN-00096,2025-01-26,2489,Risk,North America,refunded,1275.78,0,1,2025-01-26
TXN-00152,2025-01-26,1163,Subscriptions,Latin America,failed,2027.63,0,0,2025-01-26
TXN-00299,2025-01-26,5309,Invoices,Europe,approved,923.14,1,0,2025-01-26
TXN-00314,2025-01-26,5459,Subscriptions,Middle East,approved,1469.48,1,0,2025-01-26
TXN-00399,2025-01-26,7722,Payments,Asia Pacific,approved,1093.37,1,0,2025-01-26
TXN-00413,2025-01-26,1027,Subscriptions,North America,approved,2151.42,1,0,2025-01-26
TXN-00450,2025-01-26,3893,Invoices,Europe,approved,264.88,1,0,2025-01-26
TXN-00481,2025-01-26,6917,Risk,Latin America,refunded,2440.74,0,1,2025-01-26
TXN-00534,2025-01-26,7102,Billing,North America,approved,333.1,1,0,2025-01-26
TXN-00573,2025-01-26,4624,Risk,North America,approved,1550.17,1,0,2025-01-26
TXN-00660,2025-01-26,4006,Invoices,Latin America,approved,416.94,1,0,2025-01-26
TXN-00814,2025-01-26,1475,Invoices,Europe,approved,2035.68,1,0,2025-01-26
TXN-00855,2025-01-26,3782,Invoices,Asia Pacific,failed,1752.81,0,0,2025-01-26
TXN-00950,2025-01-26,2547,Payments,North America,approved,1941.56,1,0,2025-01-26
TXN-01028,2025-01-26,9536,Invoices,Europe,failed,213.98,0,0,2025-01-26
TXN-01192,2025-01-26,6464,Subscriptions,Middle East,failed,142.84,0,0,2025-01-26
TXN-01209,2025-01-26,7573,Subscriptions,Middle East,approved,908.65,1,0,2025-01-26
TXN-01230,2025-01-26,5155,Payments,Middle East,refunded,2285.87,0,1,2025-01-26
TXN-01382,2025-01-26,3127,Payments,Latin America,approved,446.21,1,0,2025-01-26
TXN-01410,2025-01-26,4130,Subscriptions,Middle East,approved,761.41,1,0,2025-01-26
TXN-00154,2025-01-27,6360,Risk,Europe,approved,1330.56,1,0,2025-01-27
TXN-00263,2025-01-27,1091,Risk,North America,approved,2325.12,1,0,2025-01-27
TXN-00271,2025-01-27,4041,Payments,Europe,approved,562.03,1,0,2025-01-27
TXN-00342,2025-01-27,1872,Subscriptions,North America,failed,1914.38,0,0,2025-01-27
TXN-00353,2025-01-27,5088,Payments,North America,approved,1403.71,1,0,2025-01-27
TXN-00419,2025-01-27,5063,Payments,Latin America,failed,1345.85,0,0,2025-01-27
TXN-00495,2025-01-27,7784,Billing,Asia Pacific,approved,1797.83,1,0,2025-01-27
TXN-00638,2025-01-27,1209,Invoices,Asia Pacific,approved,394.07,1,0,2025-01-27
TXN-00796,2025-01-27,8211,Subscriptions,Asia Pacific,approved,694.44,1,0,2025-01-27
TXN-00841,2025-01-27,4810,Billing,Europe,approved,596.28,1,0,2025-01-27
TXN-00971,2025-01-27,9030,Invoices,Middle East,approved,1122.52,1,0,2025-01-27
TXN-01114,2025-01-27,6375,Billing,Europe,approved,1940.23,1,0,2025-01-27
TXN-01239,2025-01-27,5429,Risk,Europe,approved,2299.3,1,0,2025-01-27
TXN-01316,2025-01-27,1848,Subscriptions,North America,approved,1287.26,1,0,2025-01-27
TXN-01338,2025-01-27,9089,Subscriptions,North America,approved,1046.62,1,0,2025-01-27
TXN-01400,2025-01-27,2816,Risk,Latin America,approved,699.24,1,0,2025-01-27
TXN-01403,2025-01-27,8766,Subscriptions,North America,approved,1190.1,1,0,2025-01-27
TXN-01451,2025-01-27,1283,Billing,Middle East,refunded,650.69,0,1,2025-01-27
TXN-01483,2025-01-27,8209,Billing,Latin America,approved,1020.8,1,0,2025-01-27
TXN-00136,2025-01-28,5825,Payments,Asia Pacific,approved,107.91,1,0,2025-01-28
TXN-00190,2025-01-28,1846,Billing,Asia Pacific,approved,242.11,1,0,2025-01-28
TXN-00226,2025-01-28,8045,Risk,Middle East,refunded,513.75,0,1,2025-01-28
TXN-00239,2025-01-28,1029,Billing,Europe,failed,2476.2,0,0,2025-01-28
TXN-00307,2025-01-28,1077,Subscriptions,Middle East,failed,739.66,0,0,2025-01-28
TXN-00333,2025-01-28,6296,Subscriptions,Europe,approved,1825.89,1,0,2025-01-28
TXN-00400,2025-01-28,4053,Risk,Middle East,failed,1045.04,0,0,2025-01-28
TXN-00442,2025-01-28,3278,Payments,Middle East,approved,1811.96,1,0,2025-01-28
TXN-00526,2025-01-28,5254,Subscriptions,North America,approved,114.75,1,0,2025-01-28
TXN-00802,2025-01-28,2295,Invoices,Latin America,approved,1711.36,1,0,2025-01-28
TXN-00928,2025-01-28,4467,Payments,North America,approved,339.64,1,0,2025-01-28
TXN-00952,2025-01-28,9011,Subscriptions,Asia Pacific,approved,1116.47,1,0,2025-01-28
TXN-01060,2025-01-28,6303,Invoices,North America,approved,1451.75,1,0,2025-01-28
TXN-01105,2025-01-28,7822,Payments,Asia Pacific,approved,226.0,1,0,2025-01-28
TXN-01155,2025-01-28,8657,Subscriptions,Europe,approved,1778.32,1,0,2025-01-28
TXN-01186,2025-01-28,5335,Invoices,Middle East,failed,392.8,0,0,2025-01-28
TXN-01367,2025-01-28,3836,Payments,Asia Pacific,refunded,1507.65,0,1,2025-01-28
TXN-01391,2025-01-28,2337,Payments,Asia Pacific,failed,1557.49,0,0,2025-01-28
TXN-01476,2025-01-28,5220,Subscriptions,Middle East,refunded,1111.28,0,1,2025-01-28
TXN-00088,2025-01-29,1702,Payments,Europe,approved,109.46,1,0,2025-01-29
TXN-00167,2025-01-29,7764,Risk,Europe,approved,1301.57,1,0,2025-01-29
TXN-00309,2025-01-29,1808,Payments,Europe,approved,993.84,1,0,2025-01-29
TXN-00321,2025-01-29,3813,Payments,Middle East,refunded,988.22,0,1,2025-01-29
TXN-00338,2025-01-29,3739,Payments,North America,approved,1546.39,1,0,2025-01-29
TXN-00368,2025-01-29,7839,Subscriptions,Europe,approved,2164.31,1,0,2025-01-29
TXN-00403,2025-01-29,7478,Payments,Asia Pacific,approved,1100.69,1,0,2025-01-29
TXN-00447,2025-01-29,2413,Subscriptions,Europe,approved,302.52,1,0,2025-01-29
TXN-00525,2025-01-29,1655,Subscriptions,Latin America,approved,536.89,1,0,2025-01-29
TXN-00554,2025-01-29,9526,Risk,Latin America,approved,882.24,1,0,2025-01-29
TXN-00595,2025-01-29,2461,Subscriptions,Middle East,failed,1828.23,0,0,2025-01-29
TXN-00748,2025-01-29,2587,Billing,Latin America,approved,1239.84,1,0,2025-01-29
TXN-00749,2025-01-29,2401,Billing,Latin America,approved,2141.93,1,0,2025-01-29
TXN-00799,2025-01-29,2997,Payments,North America,approved,1817.01,1,0,2025-01-29
TXN-00968,2025-01-29,7115,Subscriptions,Europe,approved,1480.02,1,0,2025-01-29
TXN-00988,2025-01-29,1497,Payments,Asia Pacific,refunded,133.34,0,1,2025-01-29
TXN-01014,2025-01-29,7787,Invoices,Latin America,approved,1273.24,1,0,2025-01-29
TXN-01034,2025-01-29,2532,Subscriptions,Middle East,refunded,1467.42,0,1,2025-01-29
TXN-01177,2025-01-29,9658,Subscriptions,Middle East,refunded,548.12,0,1,2025-01-29
TXN-01435,2025-01-29,8271,Invoices,Latin America,approved,145.18,1,0,2025-01-29
TXN-01439,2025-01-29,9123,Subscriptions,Latin America,approved,2238.35,1,0,2025-01-29
TXN-01462,2025-01-29,4795,Subscriptions,Asia Pacific,failed,620.3,0,0,2025-01-29
TXN-00066,2025-01-30,5089,Invoices,Europe,approved,981.74,1,0,2025-01-30
TXN-00077,2025-01-30,5933,Payments,North America,approved,684.15,1,0,2025-01-30
TXN-00254,2025-01-30,4551,Subscriptions,Latin America,approved,610.03,1,0,2025-01-30
TXN-00294,2025-01-30,3502,Subscriptions,Europe,refunded,2312.38,0,1,2025-01-30
TXN-00607,2025-01-30,7892,Subscriptions,Asia Pacific,failed,2380.98,0,0,2025-01-30
TXN-00632,2025-01-30,9784,Invoices,Europe,approved,807.06,1,0,2025-01-30
TXN-00646,2025-01-30,4995,Invoices,Asia Pacific,refunded,1103.35,0,1,2025-01-30
TXN-01095,2025-01-30,3750,Billing,Latin America,failed,993.15,0,0,2025-01-30
TXN-01145,2025-01-30,5069,Payments,Asia Pacific,approved,1733.06,1,0,2025-01-30
TXN-01249,2025-01-30,4733,Billing,Latin America,approved,889.44,1,0,2025-01-30
TXN-01388,2025-01-30,1569,Payments,North America,approved,109.32,1,0,2025-01-30
TXN-01404,2025-01-30,6559,Billing,Asia Pacific,approved,551.16,1,0,2025-01-30
TXN-01494,2025-01-30,8705,Subscriptions,Asia Pacific,approved,660.63,1,0,2025-01-30
TXN-00169,2025-01-31,5793,Billing,Asia Pacific,failed,1654.55,0,0,2025-01-31
TXN-00197,2025-01-31,5218,Subscriptions,North America,refunded,532.3,0,1,2025-01-31
TXN-00199,2025-01-31,4236,Billing,Europe,approved,2190.61,1,0,2025-01-31
TXN-00371,2025-01-31,1388,Billing,North America,failed,2378.1,0,0,2025-01-31
TXN-00487,2025-01-31,8445,Subscriptions,Latin America,refunded,966.92,0,1,2025-01-31
TXN-00627,2025-01-31,3769,Risk,Europe,refunded,1811.75,0,1,2025-01-31
TXN-00738,2025-01-31,3435,Invoices,Latin America,approved,289.13,1,0,2025-01-31
TXN-00991,2025-01-31,4079,Risk,Middle East,approved,531.49,1,0,2025-01-31
TXN-01030,2025-01-31,6191,Invoices,North America,failed,1642.17,0,0,2025-01-31
TXN-01069,2025-01-31,4411,Risk,Europe,refunded,1356.02,0,1,2025-01-31
TXN-01142,2025-01-31,5467,Billing,Europe,refunded,708.51,0,1,2025-01-31
TXN-01160,2025-01-31,2445,Payments,Asia Pacific,approved,549.61,1,0,2025-01-31
TXN-01176,2025-01-31,6347,Subscriptions,Europe,approved,859.97,1,0,2025-01-31
TXN-01330,2025-01-31,2142,Billing,Middle East,approved,1796.1,1,0,2025-01-31
TXN-01357,2025-01-31,6113,Billing,Middle East,approved,420.12,1,0,2025-01-31
TXN-01372,2025-01-31,9780,Payments,Middle East,approved,774.02,1,0,2025-01-31
TXN-00044,2025-02-01,6122,Invoices,Asia Pacific,refunded,392.27,0,1,2025-02-01
TXN-00139,2025-02-01,2640,Invoices,Asia Pacific,approved,2323.04,1,0,2025-02-01
TXN-00268,2025-02-01,5208,Risk,North America,approved,1137.4,1,0,2025-02-01
TXN-00979,2025-02-01,1700,Invoices,North America,refunded,1516.89,0,1,2025-02-01
TXN-01236,2025-02-01,2256,Payments,Middle East,approved,838.69,1,0,2025-02-01
TXN-01312,2025-02-01,3574,Billing,Asia Pacific,approved,411.37,1,0,2025-02-01
TXN-01363,2025-02-01,8515,Invoices,Middle East,approved,1885.89,1,0,2025-02-01
TXN-01383,2025-02-01,6066,Subscriptions,Latin America,approved,556.57,1,0,2025-02-01
TXN-01407,2025-02-01,6623,Subscriptions,Middle East,failed,818.63,0,0,2025-02-01
TXN-00053,2025-02-02,5798,Risk,North America,approved,787.85,1,0,2025-02-02
TXN-00063,2025-02-02,3236,Subscriptions,North America,approved,1414.54,1,0,2025-02-02
TXN-00194,2025-02-02,4554,Payments,Latin America,approved,1524.67,1,0,2025-02-02
TXN-00201,2025-02-02,3388,Billing,Latin America,failed,1069.3,0,0,2025-02-02
TXN-00301,2025-02-02,1513,Risk,Asia Pacific,approved,2374.51,1,0,2025-02-02
TXN-00521,2025-02-02,3725,Billing,Latin America,approved,2495.66,1,0,2025-02-02
TXN-00630,2025-02-02,3884,Billing,Asia Pacific,approved,75.26,1,0,2025-02-02
TXN-00746,2025-02-02,8491,Billing,Europe,failed,900.42,0,0,2025-02-02
TXN-00765,2025-02-02,1953,Invoices,Latin America,approved,294.51,1,0,2025-02-02
TXN-00998,2025-02-02,8994,Billing,Middle East,approved,1546.65,1,0,2025-02-02
TXN-01052,2025-02-02,3889,Subscriptions,Europe,approved,529.73,1,0,2025-02-02
TXN-01138,2025-02-02,7690,Subscriptions,Middle East,failed,1740.65,0,0,2025-02-02
TXN-01360,2025-02-02,5014,Billing,Asia Pacific,approved,2093.34,1,0,2025-02-02
TXN-00022,2025-02-03,7403,Payments,Asia Pacific,approved,2403.54,1,0,2025-02-03
TXN-00068,2025-02-03,6430,Risk,Asia Pacific,approved,706.77,1,0,2025-02-03
TXN-00332,2025-02-03,9576,Billing,North America,refunded,692.76,0,1,2025-02-03
TXN-00374,2025-02-03,9472,Invoices,Middle East,refunded,969.27,0,1,2025-02-03
TXN-00393,2025-02-03,8910,Risk,North America,approved,93.37,1,0,2025-02-03
TXN-00498,2025-02-03,9939,Invoices,Latin America,failed,61.76,0,0,2025-02-03
TXN-00576,2025-02-03,4673,Risk,Europe,approved,1381.9,1,0,2025-02-03
TXN-00628,2025-02-03,6628,Subscriptions,Middle East,refunded,496.15,0,1,2025-02-03
TXN-00770,2025-02-03,9789,Subscriptions,Middle East,approved,620.71,1,0,2025-02-03
TXN-00909,2025-02-03,5176,Payments,Middle East,approved,1440.0,1,0,2025-02-03
TXN-00913,2025-02-03,9377,Payments,Middle East,approved,1142.38,1,0,2025-02-03
TXN-01044,2025-02-03,4426,Payments,Asia Pacific,failed,2388.9,0,0,2025-02-03
TXN-01151,2025-02-03,8924,Subscriptions,Latin America,approved,1252.08,1,0,2025-02-03
TXN-01268,2025-02-03,9940,Billing,Europe,approved,1221.91,1,0,2025-02-03
TXN-01271,2025-02-03,6945,Risk,Europe,approved,2299.49,1,0,2025-02-03
TXN-00094,2025-02-04,1171,Subscriptions,Asia Pacific,approved,1524.24,1,0,2025-02-04
TXN-00188,2025-02-04,4671,Invoices,Europe,failed,1626.26,0,0,2025-02-04
TXN-00379,2025-02-04,7539,Billing,Asia Pacific,approved,1998.1,1,0,2025-02-04
TXN-00614,2025-02-04,9192,Payments,North America,approved,2447.23,1,0,2025-02-04
TXN-00634,2025-02-04,4596,Risk,North America,refunded,1184.29,0,1,2025-02-04
TXN-00758,2025-02-04,6873,Invoices,Europe,approved,477.41,1,0,2025-02-04
TXN-01017,2025-02-04,7227,Subscriptions,Middle East,refunded,1650.45,0,1,2025-02-04
TXN-01066,2025-02-04,4883,Subscriptions,Asia Pacific,approved,49.63,1,0,2025-02-04
TXN-01159,2025-02-04,7047,Payments,Middle East,approved,1709.4,1,0,2025-02-04
TXN-01285,2025-02-04,9203,Payments,Middle East,approved,1541.32,1,0,2025-02-04
TXN-01385,2025-02-04,4197,Subscriptions,North America,refunded,2187.52,0,1,2025-02-04
TXN-01468,2025-02-04,3051,Billing,Asia Pacific,approved,104.29,1,0,2025-02-04
TXN-00440,2025-02-05,2869,Billing,Europe,approved,1238.18,1,0,2025-02-05
TXN-00552,2025-02-05,3722,Invoices,North America,failed,1787.51,0,0,2025-02-05
TXN-00809,2025-02-05,3770,Invoices,North America,approved,70.96,1,0,2025-02-05
TXN-01094,2025-02-05,1851,Invoices,Asia Pacific,approved,1078.4,1,0,2025-02-05
TXN-01168,2025-02-05,9687,Payments,Latin America,refunded,1673.13,0,1,2025-02-05
TXN-01173,2025-02-05,8662,Invoices,Latin America,failed,696.65,0,0,2025-02-05
TXN-01283,2025-02-05,7855,Payments,Latin America,refunded,125.6,0,1,2025-02-05
TXN-01320,2025-02-05,7369,Payments,Middle East,approved,1262.91,1,0,2025-02-05
TXN-01352,2025-02-05,4523,Invoices,Middle East,failed,743.44,0,0,2025-02-05
TXN-01478,2025-02-05,9069,Subscriptions,North America,refunded,21.08,0,1,2025-02-05
TXN-00027,2025-02-06,3870,Payments,North America,approved,1764.1,1,0,2025-02-06
TXN-00065,2025-02-06,6011,Risk,Latin America,approved,1082.9,1,0,2025-02-06
TXN-00144,2025-02-06,6350,Invoices,North America,failed,1312.69,0,0,2025-02-06
TXN-00163,2025-02-06,2667,Payments,North America,approved,2164.93,1,0,2025-02-06
TXN-00164,2025-02-06,5981,Subscriptions,Europe,approved,972.07,1,0,2025-02-06
TXN-00373,2025-02-06,6429,Subscriptions,North America,failed,2218.73,0,0,2025-02-06
TXN-00585,2025-02-06,2181,Risk,Middle East,refunded,2102.23,0,1,2025-02-06
TXN-00687,2025-02-06,3748,Payments,Latin America,approved,2073.56,1,0,2025-02-06
TXN-00942,2025-02-06,1009,Subscriptions,Middle East,approved,618.96,1,0,2025-02-06
TXN-00957,2025-02-06,8563,Invoices,North America,approved,225.25,1,0,2025-02-06
TXN-00962,2025-02-06,2936,Billing,North America,approved,622.36,1,0,2025-02-06
TXN-01131,2025-02-06,9420,Payments,Middle East,approved,382.84,1,0,2025-02-06
TXN-01302,2025-02-06,5004,Risk,Europe,approved,1060.0,1,0,2025-02-06
TXN-01340,2025-02-06,9745,Invoices,Asia Pacific,approved,733.27,1,0,2025-02-06
TXN-01495,2025-02-06,7933,Subscriptions,North America,failed,1157.3,0,0,2025-02-06
TXN-00165,2025-02-07,5726,Payments,Europe,approved,995.82,1,0,2025-02-07
TXN-00248,2025-02-07,4393,Payments,Europe,approved,1138.45,1,0,2025-02-07
TXN-00275,2025-02-07,7919,Subscriptions,Europe,approved,1993.2,1,0,2025-02-07
TXN-00425,2025-02-07,4252,Risk,Europe,failed,1974.74,0,0,2025-02-07
TXN-00464,2025-02-07,8363,Payments,Europe,approved,292.58,1,0,2025-02-07
TXN-00496,2025-02-07,1020,Invoices,Europe,failed,665.72,0,0,2025-02-07
TXN-00572,2025-02-07,6822,Billing,Middle East,refunded,1381.57,0,1,2025-02-07
TXN-00624,2025-02-07,6489,Invoices,Asia Pacific,failed,422.43,0,0,2025-02-07
TXN-00732,2025-02-07,1626,Billing,Middle East,approved,1593.44,1,0,2025-02-07
TXN-00907,2025-02-07,4338,Risk,Asia Pacific,approved,2206.39,1,0,2025-02-07
TXN-00929,2025-02-07,7790,Risk,North America,refunded,203.1,0,1,2025-02-07
TXN-00960,2025-02-07,1535,Subscriptions,Latin America,approved,872.55,1,0,2025-02-07
TXN-00972,2025-02-07,1892,Billing,Middle East,refunded,1362.24,0,1,2025-02-07
TXN-01043,2025-02-07,9607,Risk,Europe,refunded,692.83,0,1,2025-02-07
TXN-01079,2025-02-07,9722,Subscriptions,Middle East,approved,1969.17,1,0,2025-02-07
TXN-01185,2025-02-07,5547,Payments,Middle East,approved,1581.26,1,0,2025-02-07
TXN-01191,2025-02-07,7564,Invoices,Europe,approved,2147.27,1,0,2025-02-07
TXN-01225,2025-02-07,8113,Risk,Europe,approved,1459.6,1,0,2025-02-07
TXN-01252,2025-02-07,1726,Subscriptions,Europe,approved,1660.69,1,0,2025-02-07
TXN-01309,2025-02-07,8120,Billing,Middle East,refunded,1510.58,0,1,2025-02-07
TXN-01374,2025-02-07,2968,Billing,Europe,approved,1390.2,1,0,2025-02-07
TXN-01480,2025-02-07,5279,Invoices,Asia Pacific,approved,597.37,1,0,2025-02-07
TXN-01485,2025-02-07,7476,Invoices,North America,approved,1784.08,1,0,2025-02-07
TXN-00005,2025-02-08,6376,Risk,North America,approved,1166.86,1,0,2025-02-08
TXN-00238,2025-02-08,1898,Billing,Europe,approved,1172.21,1,0,2025-02-08
TXN-00473,2025-02-08,7136,Risk,Latin America,approved,842.81,1,0,2025-02-08
TXN-00500,2025-02-08,3527,Invoices,Middle East,approved,2002.5,1,0,2025-02-08
